PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
18269,Resprout Ability,No,Morphology/Physiology,,
18269,Shape and Orientation,Erect,Morphology/Physiology,,
18269,Toxicity,None,Morphology/Physiology,,
18269,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
18269,Adapted to Fine Textured Soils,No,Growth Requirements,,
18269,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18269,Anaerobic Tolerance,High,Growth Requirements,,
18269,CaCO3 Tolerance,Low,Growth Requirements,,
18269,Cold Stratification Required,Yes,Growth Requirements,,
18269,Drought Tolerance,None,Growth Requirements,,
18269,Fertility Requirement,Low,Growth Requirements,,
18269,Fire Tolerance,High,Growth Requirements,,
18269,"Frost Free Days, Minimum",85,Growth Requirements,,
18269,Hedge Tolerance,None,Growth Requirements,,
18269,Moisture Use,High,Growth Requirements,,
18269,"pH, Maximum",7.2,Growth Requirements,,
18269,"pH, Minimum",5.1,Growth Requirements,,
18269,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18269,"Planting Density per Acre, Minimum",1700,Growth Requirements,,
18269,"Precipitation, Maximum",40,Growth Requirements,,
18269,"Precipitation, Minimum",14,Growth Requirements,,
18269,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18269,Salinity Tolerance,None,Growth Requirements,,
18269,Shade Tolerance,Intermediate,Growth Requirements,,
18269,"Temperature, Minimum (°F)",-33,Growth Requirements,,
18269,Bloom Period,Late Spring,Reproduction,,
18269,Commercial Availability,Routinely Available,Reproduction,,
18269,Fruit/Seed Abundance,Low,Reproduction,,
18269,Fruit/Seed Period Begin,Summer,Reproduction,,
18269,Fruit/Seed Period End,Summer,Reproduction,,
18269,Fruit/Seed Persistence,No,Reproduction,,
18269,Propagated by Bare Root,Yes,Reproduction,,
18269,Propagated by Bulb,No,Reproduction,,
18269,Propagated by Container,No,Reproduction,,
18269,Propagated by Corm,No,Reproduction,,
18269,Propagated by Cuttings,No,Reproduction,,
18269,Propagated by Seed,Yes,Reproduction,,
18269,Propagated by Sod,No,Reproduction,,
18269,Propagated by Sprigs,Yes,Reproduction,,
18269,Propagated by Tubers,No,Reproduction,,
18269,Seed Spread Rate,Slow,Reproduction,,
18269,Seedling Vigor,Low,Reproduction,,
18269,Small Grain,No,Reproduction,,
18269,Vegetative Spread Rate,Slow,Reproduction,,
18269,Berry/Nut/Seed Product,No,Suitability/Use,,
18269,Christmas Tree Product,No,Suitability/Use,,
18269,Fodder Product,No,Suitability/Use,,
18269,Lumber Product,No,Suitability/Use,,
18269,Naval Store Product,No,Suitability/Use,,
18269,Nursery Stock Product,No,Suitability/Use,,
18269,Palatable Browse Animal,Low,Suitability/Use,,
18269,Palatable Graze Animal,Low,Suitability/Use,,
18269,Palatable Human,No,Suitability/Use,,
18269,Post Product,No,Suitability/Use,,
18269,Protein Potential,Low,Suitability/Use,,
18269,Pulpwood Product,No,Suitability/Use,,
18269,Veneer Product,No,Suitability/Use,,
18228,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18228,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18228,Bloat,None,Morphology/Physiology,,
18228,C:N Ratio,Medium,Morphology/Physiology,,
18228,Coppice Potential,No,Morphology/Physiology,,
18228,Fall Conspicuous,No,Morphology/Physiology,,
18228,Fire Resistant,No,Morphology/Physiology,,
18228,Flower Color,Green,Morphology/Physiology,,
18228,Flower Conspicuous,No,Morphology/Physiology,,
18228,Foliage Color,Green,Morphology/Physiology,,
18228,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18228,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18228,Foliage Texture,Fine,Morphology/Physiology,,
18228,Fruit/Seed Color,Brown,Morphology/Physiology,,
18228,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18228,Growth Form,Bunch,Morphology/Physiology,,
18228,Growth Rate,Moderate,Morphology/Physiology,,
18228,"Height, Mature (feet)",3.4,Morphology/Physiology,,
18228,Known Allelopath,No,Morphology/Physiology,,
18228,Leaf Retention,No,Morphology/Physiology,,
18228,Lifespan,Long,Morphology/Physiology,,
18228,Low Growing Grass,No,Morphology/Physiology,,
18228,Nitrogen Fixation,None,Morphology/Physiology,,
18228,Resprout Ability,No,Morphology/Physiology,,
18228,Shape and Orientation,Erect,Morphology/Physiology,,
18228,Toxicity,None,Morphology/Physiology,,
18228,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
18228,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18228,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18228,Anaerobic Tolerance,Low,Growth Requirements,,
18228,CaCO3 Tolerance,Low,Growth Requirements,,
18228,Cold Stratification Required,No,Growth Requirements,,
18228,Drought Tolerance,Medium,Growth Requirements,,
18228,Fertility Requirement,Low,Growth Requirements,,
18228,Fire Tolerance,High,Growth Requirements,,
18228,"Frost Free Days, Minimum",85,Growth Requirements,,
18228,Hedge Tolerance,None,Growth Requirements,,
18228,Moisture Use,Low,Growth Requirements,,
18228,"pH, Maximum",6.6,Growth Requirements,,
18228,"pH, Minimum",4.5,Growth Requirements,,
18228,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18228,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18228,"Precipitation, Maximum",55,Growth Requirements,,
18228,"Precipitation, Minimum",14,Growth Requirements,,
18228,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18228,Salinity Tolerance,None,Growth Requirements,,
18228,Shade Tolerance,Tolerant,Growth Requirements,,
18228,"Temperature, Minimum (°F)",-38,Growth Requirements,,
18228,Bloom Period,Late Spring,Reproduction,,
18228,Commercial Availability,Routinely Available,Reproduction,,
18228,Fruit/Seed Abundance,Low,Reproduction,,
18228,Fruit/Seed Period Begin,Summer,Reproduction,,
18228,Fruit/Seed Period End,Summer,Reproduction,,
18228,Fruit/Seed Persistence,No,Reproduction,,
18228,Propagated by Bare Root,Yes,Reproduction,,
18228,Propagated by Bulb,No,Reproduction,,
18228,Propagated by Container,No,Reproduction,,
18228,Propagated by Corm,No,Reproduction,,
18228,Propagated by Cuttings,No,Reproduction,,
18228,Propagated by Seed,Yes,Reproduction,,
18228,Propagated by Sod,No,Reproduction,,
18228,Propagated by Sprigs,Yes,Reproduction,,
18228,Propagated by Tubers,No,Reproduction,,
18228,Seed Spread Rate,Slow,Reproduction,,
18228,Seedling Vigor,Low,Reproduction,,
18228,Small Grain,No,Reproduction,,
18228,Vegetative Spread Rate,None,Reproduction,,
18228,Berry/Nut/Seed Product,No,Suitability/Use,,
18228,Christmas Tree Product,No,Suitability/Use,,
18228,Fodder Product,No,Suitability/Use,,
18228,Lumber Product,No,Suitability/Use,,
18228,Naval Store Product,No,Suitability/Use,,
18228,Nursery Stock Product,No,Suitability/Use,,
18228,Palatable Browse Animal,Low,Suitability/Use,,
18228,Palatable Graze Animal,Low,Suitability/Use,,
18228,Palatable Human,No,Suitability/Use,,
18228,Post Product,No,Suitability/Use,,
18228,Protein Potential,Low,Suitability/Use,,
18228,Pulpwood Product,No,Suitability/Use,,
18228,Veneer Product,No,Suitability/Use,,
18236,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18236,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18236,Bloat,None,Morphology/Physiology,,
18236,C:N Ratio,Medium,Morphology/Physiology,,
18236,Coppice Potential,No,Morphology/Physiology,,
18236,Fall Conspicuous,No,Morphology/Physiology,,
18236,Fire Resistant,No,Morphology/Physiology,,
18236,Flower Color,Green,Morphology/Physiology,,
18236,Flower Conspicuous,No,Morphology/Physiology,,
18236,Foliage Color,Green,Morphology/Physiology,,
18236,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18236,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18236,Foliage Texture,Medium,Morphology/Physiology,,
18236,Fruit/Seed Color,Brown,Morphology/Physiology,,
18236,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18236,Growth Form,Bunch,Morphology/Physiology,,
18236,Growth Rate,Slow,Morphology/Physiology,,
18236,"Height, Mature (feet)",2.0,Morphology/Physiology,,
18236,Known Allelopath,No,Morphology/Physiology,,
18236,Leaf Retention,No,Morphology/Physiology,,
18236,Lifespan,Moderate,Morphology/Physiology,,
18236,Low Growing Grass,No,Morphology/Physiology,,
18236,Nitrogen Fixation,None,Morphology/Physiology,,
18236,Resprout Ability,No,Morphology/Physiology,,
18236,Shape and Orientation,Erect,Morphology/Physiology,,
18236,Toxicity,None,Morphology/Physiology,,
18236,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18236,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18236,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18236,Anaerobic Tolerance,High,Growth Requirements,,
18236,CaCO3 Tolerance,Medium,Growth Requirements,,
18236,Cold Stratification Required,No,Growth Requirements,,
18236,Drought Tolerance,Low,Growth Requirements,,
18236,Fertility Requirement,Medium,Growth Requirements,,
18236,Fire Tolerance,High,Growth Requirements,,
18236,"Frost Free Days, Minimum",95,Growth Requirements,,
18236,Hedge Tolerance,None,Growth Requirements,,
18236,Moisture Use,High,Growth Requirements,,
18236,"pH, Maximum",7.0,Growth Requirements,,
18236,"pH, Minimum",4.4,Growth Requirements,,
18236,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18236,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18236,"Precipitation, Maximum",60,Growth Requirements,,
18236,"Precipitation, Minimum",36,Growth Requirements,,
18236,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18236,Salinity Tolerance,None,Growth Requirements,,
18236,Shade Tolerance,Tolerant,Growth Requirements,,
18236,"Temperature, Minimum (°F)",-28,Growth Requirements,,
18236,Bloom Period,Spring,Reproduction,,
18236,Commercial Availability,Routinely Available,Reproduction,,
18236,Fruit/Seed Abundance,Low,Reproduction,,
18236,Fruit/Seed Period Begin,Spring,Reproduction,,
18236,Fruit/Seed Period End,Summer,Reproduction,,
18236,Fruit/Seed Persistence,No,Reproduction,,
18236,Propagated by Bare Root,Yes,Reproduction,,
18236,Propagated by Bulb,No,Reproduction,,
18236,Propagated by Container,No,Reproduction,,
18236,Propagated by Corm,No,Reproduction,,
18236,Propagated by Cuttings,No,Reproduction,,
18236,Propagated by Seed,Yes,Reproduction,,
18236,Propagated by Sod,No,Reproduction,,
18236,Propagated by Sprigs,Yes,Reproduction,,
18236,Propagated by Tubers,No,Reproduction,,
18236,Seed Spread Rate,Slow,Reproduction,,
18236,Seedling Vigor,Low,Reproduction,,
18236,Small Grain,No,Reproduction,,
18236,Vegetative Spread Rate,None,Reproduction,,
18236,Berry/Nut/Seed Product,No,Suitability/Use,,
18236,Christmas Tree Product,No,Suitability/Use,,
18236,Fodder Product,No,Suitability/Use,,
18236,Lumber Product,No,Suitability/Use,,
18236,Naval Store Product,No,Suitability/Use,,
18236,Nursery Stock Product,No,Suitability/Use,,
18236,Palatable Browse Animal,Low,Suitability/Use,,
18236,Palatable Graze Animal,Low,Suitability/Use,,
18236,Palatable Human,No,Suitability/Use,,
18236,Post Product,No,Suitability/Use,,
18236,Protein Potential,Low,Suitability/Use,,
18236,Pulpwood Product,No,Suitability/Use,,
18236,Veneer Product,No,Suitability/Use,,
18297,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18297,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18297,Bloat,None,Morphology/Physiology,,
18297,C:N Ratio,Medium,Morphology/Physiology,,
18297,Coppice Potential,No,Morphology/Physiology,,
18297,Fall Conspicuous,No,Morphology/Physiology,,
18297,Fire Resistant,No,Morphology/Physiology,,
18297,Flower Color,Green,Morphology/Physiology,,
18297,Flower Conspicuous,No,Morphology/Physiology,,
18297,Foliage Color,Green,Morphology/Physiology,,
18297,Foliage Porosity Summer,Porous,Morphology/Physiology,,
18297,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18297,Foliage Texture,Medium,Morphology/Physiology,,
18297,Fruit/Seed Color,Brown,Morphology/Physiology,,
18297,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18297,Growth Form,Bunch,Morphology/Physiology,,
18297,Growth Rate,Moderate,Morphology/Physiology,,
18297,"Height, Mature (feet)",2.6,Morphology/Physiology,,
18297,Known Allelopath,No,Morphology/Physiology,,
18297,Leaf Retention,No,Morphology/Physiology,,
18297,Lifespan,Moderate,Morphology/Physiology,,
18297,Low Growing Grass,No,Morphology/Physiology,,
18297,Nitrogen Fixation,None,Morphology/Physiology,,
18297,Resprout Ability,No,Morphology/Physiology,,
18297,Shape and Orientation,Erect,Morphology/Physiology,,
18297,Toxicity,None,Morphology/Physiology,,
18297,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
18297,Adapted to Fine Textured Soils,No,Growth Requirements,,
18297,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18297,Anaerobic Tolerance,Low,Growth Requirements,,
18297,CaCO3 Tolerance,Low,Growth Requirements,,
18297,Cold Stratification Required,No,Growth Requirements,,
18297,Drought Tolerance,Medium,Growth Requirements,,
18297,Fertility Requirement,Low,Growth Requirements,,
18297,Fire Tolerance,High,Growth Requirements,,
18297,"Frost Free Days, Minimum",90,Growth Requirements,,
18297,Hedge Tolerance,None,Growth Requirements,,
18297,Moisture Use,Low,Growth Requirements,,
18297,"pH, Maximum",7.0,Growth Requirements,,
18297,"pH, Minimum",4.8,Growth Requirements,,
18297,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18297,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18297,"Precipitation, Maximum",55,Growth Requirements,,
18297,"Precipitation, Minimum",36,Growth Requirements,,
18297,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18297,Salinity Tolerance,None,Growth Requirements,,
18297,Shade Tolerance,Intermediate,Growth Requirements,,
18297,"Temperature, Minimum (°F)",-33,Growth Requirements,,
18297,Bloom Period,Late Spring,Reproduction,,
18297,Commercial Availability,Routinely Available,Reproduction,,
18297,Fruit/Seed Abundance,Low,Reproduction,,
18297,Fruit/Seed Period Begin,Summer,Reproduction,,
18297,Fruit/Seed Period End,Summer,Reproduction,,
18297,Fruit/Seed Persistence,No,Reproduction,,
18297,Propagated by Bare Root,Yes,Reproduction,,
18297,Propagated by Bulb,No,Reproduction,,
18297,Propagated by Container,No,Reproduction,,
18297,Propagated by Corm,No,Reproduction,,
18297,Propagated by Cuttings,No,Reproduction,,
18297,Propagated by Seed,Yes,Reproduction,,
18297,Propagated by Sod,No,Reproduction,,
18297,Propagated by Sprigs,Yes,Reproduction,,
18297,Propagated by Tubers,No,Reproduction,,
18297,Seed Spread Rate,Slow,Reproduction,,
18297,Seedling Vigor,Low,Reproduction,,
18297,Small Grain,No,Reproduction,,
18297,Vegetative Spread Rate,None,Reproduction,,
18297,Berry/Nut/Seed Product,No,Suitability/Use,,
18297,Christmas Tree Product,No,Suitability/Use,,
18297,Fodder Product,No,Suitability/Use,,
18297,Lumber Product,No,Suitability/Use,,
18297,Naval Store Product,No,Suitability/Use,,
18297,Nursery Stock Product,No,Suitability/Use,,
18297,Palatable Browse Animal,Low,Suitability/Use,,
18297,Palatable Graze Animal,Low,Suitability/Use,,
18297,Palatable Human,No,Suitability/Use,,
18297,Post Product,No,Suitability/Use,,
18297,Protein Potential,Low,Suitability/Use,,
18297,Pulpwood Product,No,Suitability/Use,,
18297,Veneer Product,No,Suitability/Use,,
18321,Active Growth Period,"Spring, Summer, Fall",Morphology/Physiology,,
18321,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18321,Bloat,None,Morphology/Physiology,,
18321,C:N Ratio,Medium,Morphology/Physiology,,
18321,Coppice Potential,No,Morphology/Physiology,,
18321,Fall Conspicuous,No,Morphology/Physiology,,
18321,Fire Resistant,No,Morphology/Physiology,,
18321,Flower Color,Green,Morphology/Physiology,,
18321,Flower Conspicuous,No,Morphology/Physiology,,
18321,Foliage Color,Green,Morphology/Physiology,,
18321,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18321,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18321,Foliage Texture,Medium,Morphology/Physiology,,
18321,Fruit/Seed Color,Brown,Morphology/Physiology,,
18321,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18321,Growth Form,Rhizomatous,Morphology/Physiology,,
18321,Growth Rate,Slow,Morphology/Physiology,,
18321,"Height, Mature (feet)",5.0,Morphology/Physiology,,
18321,Known Allelopath,No,Morphology/Physiology,,
18321,Leaf Retention,No,Morphology/Physiology,,
18321,Lifespan,Long,Morphology/Physiology,,
18321,Low Growing Grass,No,Morphology/Physiology,,
18321,Nitrogen Fixation,None,Morphology/Physiology,,
18321,Resprout Ability,No,Morphology/Physiology,,
18321,Shape and Orientation,Erect,Morphology/Physiology,,
18321,Toxicity,None,Morphology/Physiology,,
18321,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18321,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18321,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18321,Anaerobic Tolerance,High,Growth Requirements,,
18321,CaCO3 Tolerance,Medium,Growth Requirements,,
18321,Cold Stratification Required,No,Growth Requirements,,
18321,Drought Tolerance,Low,Growth Requirements,,
18321,Fertility Requirement,Medium,Growth Requirements,,
18321,Fire Tolerance,High,Growth Requirements,,
18321,"Frost Free Days, Minimum",90,Growth Requirements,,
18321,Hedge Tolerance,None,Growth Requirements,,
18321,Moisture Use,High,Growth Requirements,,
18321,"pH, Maximum",7.5,Growth Requirements,,
18321,"pH, Minimum",4.6,Growth Requirements,,
18321,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18321,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18321,"Precipitation, Maximum",55,Growth Requirements,,
18321,"Precipitation, Minimum",14,Growth Requirements,,
18321,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18321,Salinity Tolerance,Low,Growth Requirements,,
18321,Shade Tolerance,Intermediate,Growth Requirements,,
18321,"Temperature, Minimum (°F)",-28,Growth Requirements,,
18321,Bloom Period,Mid Summer,Reproduction,,
18321,Commercial Availability,Routinely Available,Reproduction,,
18321,Fruit/Seed Abundance,Low,Reproduction,,
18321,Fruit/Seed Period Begin,Summer,Reproduction,,
18321,Fruit/Seed Period End,Summer,Reproduction,,
18321,Fruit/Seed Persistence,No,Reproduction,,
18321,Propagated by Bare Root,Yes,Reproduction,,
18321,Propagated by Bulb,No,Reproduction,,
18321,Propagated by Container,No,Reproduction,,
18321,Propagated by Corm,No,Reproduction,,
18321,Propagated by Cuttings,No,Reproduction,,
18321,Propagated by Seed,Yes,Reproduction,,
18321,Propagated by Sod,No,Reproduction,,
18321,Propagated by Sprigs,Yes,Reproduction,,
18321,Propagated by Tubers,No,Reproduction,,
18321,Seed Spread Rate,Slow,Reproduction,,
18321,Seedling Vigor,Low,Reproduction,,
18321,Small Grain,No,Reproduction,,
18321,Vegetative Spread Rate,Moderate,Reproduction,,
18321,Berry/Nut/Seed Product,No,Suitability/Use,,
18321,Christmas Tree Product,No,Suitability/Use,,
18321,Fodder Product,No,Suitability/Use,,
18321,Lumber Product,No,Suitability/Use,,
18321,Naval Store Product,No,Suitability/Use,,
18321,Nursery Stock Product,No,Suitability/Use,,
18321,Palatable Browse Animal,Low,Suitability/Use,,
18321,Palatable Graze Animal,Low,Suitability/Use,,
18321,Palatable Human,No,Suitability/Use,,
18321,Post Product,No,Suitability/Use,,
18321,Protein Potential,Low,Suitability/Use,,
18321,Pulpwood Product,No,Suitability/Use,,
18321,Veneer Product,No,Suitability/Use,,
18265,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18265,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18265,Bloat,None,Morphology/Physiology,,
18265,C:N Ratio,Medium,Morphology/Physiology,,
18265,Coppice Potential,No,Morphology/Physiology,,
18265,Fall Conspicuous,No,Morphology/Physiology,,
18265,Fire Resistant,No,Morphology/Physiology,,
18265,Flower Color,Green,Morphology/Physiology,,
18265,Flower Conspicuous,No,Morphology/Physiology,,
18265,Foliage Color,Green,Morphology/Physiology,,
18265,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
18265,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18265,Foliage Texture,Fine,Morphology/Physiology,,
18265,Fruit/Seed Color,Brown,Morphology/Physiology,,
18265,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18265,Growth Form,Bunch,Morphology/Physiology,,
18265,Growth Rate,Slow,Morphology/Physiology,,
18265,"Height, Mature (feet)",2.0,Morphology/Physiology,,
18265,Known Allelopath,No,Morphology/Physiology,,
18265,Leaf Retention,No,Morphology/Physiology,,
18265,Lifespan,Moderate,Morphology/Physiology,,
18265,Low Growing Grass,No,Morphology/Physiology,,
18265,Nitrogen Fixation,None,Morphology/Physiology,,
18265,Resprout Ability,No,Morphology/Physiology,,
18265,Shape and Orientation,Erect,Morphology/Physiology,,
18265,Toxicity,None,Morphology/Physiology,,
18265,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18265,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18265,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18265,Anaerobic Tolerance,Medium,Growth Requirements,,
18265,CaCO3 Tolerance,High,Growth Requirements,,
18265,Cold Stratification Required,No,Growth Requirements,,
18265,Drought Tolerance,Low,Growth Requirements,,
18265,Fertility Requirement,Medium,Growth Requirements,,
18265,Fire Tolerance,High,Growth Requirements,,
18265,"Frost Free Days, Minimum",145,Growth Requirements,,
18265,Hedge Tolerance,None,Growth Requirements,,
18265,Moisture Use,Medium,Growth Requirements,,
18265,"pH, Maximum",7.5,Growth Requirements,,
18265,"pH, Minimum",5.8,Growth Requirements,,
18265,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18265,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18265,"Precipitation, Maximum",60,Growth Requirements,,
18265,"Precipitation, Minimum",36,Growth Requirements,,
18265,"Root Depth, Minimum (inches)",8,Growth Requirements,,
18265,Salinity Tolerance,Low,Growth Requirements,,
18265,Shade Tolerance,Intermediate,Growth Requirements,,
18265,"Temperature, Minimum (°F)",-23,Growth Requirements,,
18265,Bloom Period,Mid Spring,Reproduction,,
18265,Commercial Availability,No Known Source,Reproduction,,
18265,Fruit/Seed Abundance,Low,Reproduction,,
18265,Fruit/Seed Period Begin,Spring,Reproduction,,
18265,Fruit/Seed Period End,Summer,Reproduction,,
18265,Fruit/Seed Persistence,No,Reproduction,,
18265,Propagated by Bare Root,Yes,Reproduction,,
18265,Propagated by Bulb,No,Reproduction,,
18265,Propagated by Container,No,Reproduction,,
18265,Propagated by Corm,No,Reproduction,,
18265,Propagated by Cuttings,No,Reproduction,,
18265,Propagated by Seed,Yes,Reproduction,,
18265,Propagated by Sod,No,Reproduction,,
18265,Propagated by Sprigs,Yes,Reproduction,,
18265,Propagated by Tubers,No,Reproduction,,
18265,Seed Spread Rate,Slow,Reproduction,,
18265,Seedling Vigor,Low,Reproduction,,
18265,Small Grain,No,Reproduction,,
18265,Vegetative Spread Rate,None,Reproduction,,
18265,Berry/Nut/Seed Product,No,Suitability/Use,,
18265,Christmas Tree Product,No,Suitability/Use,,
18265,Fodder Product,No,Suitability/Use,,
18265,Lumber Product,No,Suitability/Use,,
18265,Naval Store Product,No,Suitability/Use,,
18265,Nursery Stock Product,No,Suitability/Use,,
18265,Palatable Browse Animal,Low,Suitability/Use,,
18265,Palatable Graze Animal,Low,Suitability/Use,,
18265,Palatable Human,No,Suitability/Use,,
18265,Post Product,No,Suitability/Use,,
18265,Protein Potential,Low,Suitability/Use,,
18265,Pulpwood Product,No,Suitability/Use,,
18265,Veneer Product,No,Suitability/Use,,
18275,Active Growth Period,Spring and Summer,Morphology/Physiology,,
18275,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
18275,Bloat,None,Morphology/Physiology,,
18275,C:N Ratio,Medium,Morphology/Physiology,,
18275,Coppice Potential,No,Morphology/Physiology,,
18275,Fall Conspicuous,No,Morphology/Physiology,,
18275,Fire Resistant,No,Morphology/Physiology,,
18275,Flower Color,Green,Morphology/Physiology,,
18275,Flower Conspicuous,No,Morphology/Physiology,,
18275,Foliage Color,Green,Morphology/Physiology,,
18275,Foliage Porosity Summer,Porous,Morphology/Physiology,,
18275,Foliage Porosity Winter,Porous,Morphology/Physiology,,
18275,Foliage Texture,Fine,Morphology/Physiology,,
18275,Fruit/Seed Color,Brown,Morphology/Physiology,,
18275,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
18275,Growth Form,Bunch,Morphology/Physiology,,
18275,Growth Rate,Moderate,Morphology/Physiology,,
18275,"Height, Mature (feet)",1.7,Morphology/Physiology,,
18275,Known Allelopath,No,Morphology/Physiology,,
18275,Leaf Retention,No,Morphology/Physiology,,
18275,Lifespan,Moderate,Morphology/Physiology,,
18275,Low Growing Grass,No,Morphology/Physiology,,
18275,Nitrogen Fixation,None,Morphology/Physiology,,
18275,Resprout Ability,No,Morphology/Physiology,,
18275,Shape and Orientation,Semi-Erect,Morphology/Physiology,,
18275,Toxicity,None,Morphology/Physiology,,
18275,Adapted to Coarse Textured Soils,No,Growth Requirements,,
18275,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
18275,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
18275,Anaerobic Tolerance,High,Growth Requirements,,
18275,CaCO3 Tolerance,Medium,Growth Requirements,,
18275,Cold Stratification Required,No,Growth Requirements,,
18275,Drought Tolerance,Low,Growth Requirements,,
18275,Fertility Requirement,Low,Growth Requirements,,
18275,Fire Tolerance,High,Growth Requirements,,
18275,"Frost Free Days, Minimum",80,Growth Requirements,,
18275,Hedge Tolerance,None,Growth Requirements,,
18275,Moisture Use,Medium,Growth Requirements,,
18275,"pH, Maximum",7.4,Growth Requirements,,
18275,"pH, Minimum",5.8,Growth Requirements,,
18275,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
18275,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
18275,"Precipitation, Maximum",55,Growth Requirements,,
18275,"Precipitation, Minimum",18,Growth Requirements,,
18275,"Root Depth, Minimum (inches)",6,Growth Requirements,,
18275,Salinity Tolerance,None,Growth Requirements,,
18275,Shade Tolerance,Tolerant,Growth Requirements,,
18275,"Temperature, Minimum (°F)",-43,Growth Requirements,,
18275,Bloom Period,Late Spring,Reproduction,,
18275,Commercial Availability,No Known Source,Reproduction,,
18275,Fruit/Seed Abundance,Low,Reproduction,,
18275,Fruit/Seed Period Begin,Summer,Reproduction,,
18275,Fruit/Seed Period End,Summer,Reproduction,,
18275,Fruit/Seed Persistence,No,Reproduction,,
18275,Propagated by Bare Root,Yes,Reproduction,,
18275,Propagated by Bulb,No,Reproduction,,
18275,Propagated by Container,No,Reproduction,,
18275,Propagated by Corm,No,Reproduction,,
18275,Propagated by Cuttings,No,Reproduction,,
18275,Propagated by Seed,Yes,Reproduction,,
18275,Propagated by Sod,No,Reproduction,,
18275,Propagated by Sprigs,Yes,Reproduction,,
18275,Propagated by Tubers,No,Reproduction,,
18275,Seed Spread Rate,Slow,Reproduction,,
18275,Seedling Vigor,Low,Reproduction,,
18275,Small Grain,No,Reproduction,,
18275,Vegetative Spread Rate,None,Reproduction,,
18275,Berry/Nut/Seed Product,No,Suitability/Use,,
18275,Christmas Tree Product,No,Suitability/Use,,
18275,Fodder Product,No,Suitability/Use,,
18275,Lumber Product,No,Suitability/Use,,
18275,Naval Store Product,No,Suitability/Use,,
18275,Nursery Stock Product,No,Suitability/Use,,
18275,Palatable Browse Animal,Low,Suitability/Use,,
18275,Palatable Graze Animal,Low,Suitability/Use,,
18275,Palatable Human,No,Suitability/Use,,
